Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 16:11:51
Collection Length (seconds):, 63.45
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
1.647, 0.9458008, 1.647, 0.1872559, 1.647, 0.0776978, 1.647, 0.2537231, , , , , , , , , , , , , , , , , , , , , , 
1.6605, 0.9458008, 1.6605, 0.1872559, 1.6605, 0.0776978, 1.6605, 0.2537231, , , , , , , , , , , , , , , , , , , , , , 
1.674, 0.9458008, 1.674, 0.1871948, 1.674, 0.0776978, 1.674, 0.2536621, , , , , , , , , , , , , , , , , , , , , , 
1.6875, 0.9458008, 1.6875, 0.1871338, 1.6875, 0.0776978, 1.6875, 0.2536621, , , , , , , , , , , , , , , , , , , , , , 
1.701, 0.9458618, 1.701, 0.1870117, 1.701, 0.0776978, 1.701, 0.2536621, , , , , , , , , , , , , , , , , , , , , , 
1.7145, 0.9458618, 1.7145, 0.1869507, 1.7145, 0.0776367, 1.7145, 0.2537231, , , , , , , , , , , , , , , , , , , , , , 
1.728, 0.9459229, 1.728, 0.1869507, 1.728, 0.0775757, 1.728, 0.2536011, , , , , , , , , , , , , , , , , , , , , , 
1.7415, 0.9459229, 1.7415, 0.1869507, 1.7415, 0.0775757, 1.7415, 0.25354, , , , , , , , , , , , , , , , , , , , , , 
1.755, 0.9459229, 1.755, 0.1868896, 1.755, 0.0775757, 1.755, 0.253479, , , , , , , , , , , , , , , , , , , , , , 
1.7685, 0.9459839, 1.7685, 0.1868286, 1.7685, 0.0775757, 1.7685, 0.253418, , , , , , , , , , , , , , , , , , , , , , 
1.782, 0.9459839, 1.782, 0.1868286, 1.782, 0.0775757, 1.782, 0.253418, , , , , , , , , , , , , , , , , , , , , , 
1.7955, 0.9459839, 1.7955, 0.1868286, 1.7955, 0.0775757, 1.7955, 0.2533569, , , , , , , , , , , , , , , , , , , , , , 
1.809, 0.9460449, 1.809, 0.1867676, 1.809, 0.0775757, 1.809, 0.2532349, , , , , , , , , , , , , , , , , , , , , , 
1.8225, 0.9460449, 1.8225, 0.1867676, 1.8225, 0.0775757, 1.8225, 0.2532349, , , , , , , , , , , , , , , , , , , , , , 
1.836, 0.9460449, 1.836, 0.1868286, 1.836, 0.0775757, 1.836, 0.2532349, , , , , , , , , , , , , , , , , , , , , , 
1.8495, 0.9460449, 1.8495, 0.1867065, 1.8495, 0.0775757, 1.8495, 0.2532959, , , , , , , , , , , , , , , , , , , , , , 
1.863, 0.9460449, 1.863, 0.1867065, 1.863, 0.0776367, 1.863, 0.2532349, , , , , , , , , , , , , , , , , , , , , , 
1.8765, 0.9460449, 1.8765, 0.1867065, 1.8765, 0.0776978, 1.8765, 0.2532349, , , , , , , , , , , , , , , , , , , , , , 
1.89, 0.9460449, 1.89, 0.1867676, 1.89, 0.0778198, 1.89, 0.2531738, , , , , , , , , , , , , , , , , , , , , , 
1.9035, 0.9460449, 1.9035, 0.1867065, 1.9035, 0.0777588, 1.9035, 0.2531738, , , , , , , , , , , , , , , , , , , , , , 
1.917, 0.9460449, 1.917, 0.1866455, 1.917, 0.0778198, 1.917, 0.2532349, , , , , , , , , , , , , , , , , , , , , , 
1.9305, 0.9460449, 1.9305, 0.1866455, 1.9305, 0.0778809, 1.9305, 0.2532349, , , , , , , , , , , , , , , , , , , , , , 
1.944, 0.9459839, 1.944, 0.1866455, 1.944, 0.0779419, 1.944, 0.2533569, , , , , , , , , , , , , , , , , , , , , , 
1.9575, 0.9459229, 1.9575, 0.1865234, 1.9575, 0.078186, 1.9575, 0.25354, , , , , , , , , , , , , , , , , , , , , , 
1.971, 0.9459229, 1.971, 0.1864014, 1.971, 0.0782471, 1.971, 0.25354, , , , , , , , , , , , , , , , , , , , , , 
1.9845, 0.9459229, 1.9845, 0.1864624, 1.9845, 0.0783081, 1.9845, 0.2536011, , , , , , , , , , , , , , , , , , , , , , 
1.998, 0.9459839, 1.998, 0.1863403, 1.998, 0.0782471, 1.998, 0.25354, , , , , , , , , , , , , , , , , , , , , , 
2.0115, 0.9459839, 2.0115, 0.1862183, 2.0115, 0.0783081, 2.0115, 0.253479, , , , , , , , , , , , , , , , , , , , , , 
2.025, 0.9460449, 2.025, 0.1860962, 2.025, 0.0784302, 2.025, 0.253479, , , , , , , , , , , , , , , , , , , , , , 
2.0385, 0.9459839, 2.0385, 0.185791, 2.0385, 0.0787964, 2.0385, 0.2536621, , , , , , , , , , , , , , , , , , , , , , 
2.052, 0.9460449, 2.052, 0.1853027, 2.052, 0.0791626, 2.052, 0.2537842, , , , , , , , , , , , , , , , , , , , , , 
2.0655, 0.9460449, 2.0655, 0.1850586, 2.0655, 0.0793457, 2.0655, 0.2539062, , , , , , , , , , , , , , , , , , , , , , 
2.079, 0.946106, 2.079, 0.1843872, 2.079, 0.0796509, 2.079, 0.2539673, , , , , , , , , , , , , , , , , , , , , , 
2.0925, 0.946167, 2.0925, 0.184021, 2.0925, 0.079834, 2.0925, 0.2539673, , , , , , , , , , , , , , , , , , , , , , 
2.106, 0.9462891, 2.106, 0.1832275, 2.106, 0.0803223, 2.106, 0.2540283, , , , , , , , , , , , , , , , , , , , , , 
2.1195, 0.9463501, 2.1195, 0.1827393, 2.1195, 0.0806274, 2.1195, 0.2540894, , , , , , , , , , , , , , , , , , , , , , 
2.133, 0.9467163, 2.133, 0.1807861, 2.133, 0.081604, 2.133, 0.2536621, , , , , , , , , , , , , , , , , , , , , , 
2.1465, 0.9468994, 2.1465, 0.1799927, 2.1465, 0.0820312, 2.1465, 0.253479, , , , , , , , , , , , , , , , , , , , , , 
2.16, 0.9472656, 2.16, 0.1785278, 2.16, 0.0830078, 2.16, 0.2529297, , , , , , , , , , , , , , , , , , , , , , 
2.1735, 0.9474487, 2.1735, 0.1780396, 2.1735, 0.0834351, 2.1735, 0.2523804, , , , , , , , , , , , , , , , , , , , , , 
2.187, 0.947937, 2.187, 0.1768799, 2.187, 0.0839844, 2.187, 0.2512817, , , , , , , , , , , , , , , , , , , , , , 
2.2005, 0.9481812, 2.2005, 0.1764526, 2.2005, 0.0839844, 2.2005, 0.2505493, , , , , , , , , , , , , , , , , , , , , , 
2.214, 0.9488525, 2.214, 0.1756592, 2.214, 0.0836182, 2.214, 0.2485352, , , , , , , , , , , , , , , , , , , , , , 
